refset;algorithm;variation;binary;expression;bp distance;ROC-AUC per chromosome;Recall snps;Recall entries;Recall genes;ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi;RF;combo;normal;diff expression;50;;45;46;37;63,50114416;0,617592593;24;44;46;46;1,652173913;1
farashi;RF;combo;normal;diff expression;100;0,400571542;54;55;46;61,04084321;0,520061728;24;46;52;55;2,418181818;2
farashi;RF;combo;normal;diff expression;500;0,570432019;135;144;116;70,2020202;0,553665332;23;68;89;121;6,319444444;4
farashi;RF;combo;normal;diff expression;1000;0,508050532;173;185;148;70,60422293;0,549707406;16;51;83;134;10,55135135;7
farashi;RF;combo;normal;diff expression;2000;0,484668241;194;208;167;66,21378192;0,521211732;13;32;49;101;19,125;11
farashi;RF;combo;normal;diff expression;depict;;87;87;83;80,39908617;0,757794898;60;79;84;86;1,75862069;1
farashi;RF;combo;normal;no expression;25;;30;31;23;71,92082111;0,794444444;22;31;31;31;1,322580645;1
farashi;RF;combo;normal;no expression;50;;45;46;37;67,27688787;0,616666667;26;44;46;46;1,586956522;1
farashi;RF;combo;normal;no expression;100;0,4750962;54;55;46;64,86166008;0,571296296;27;47;52;55;2,254545455;2
farashi;RF;combo;normal;no expression;500;0,552361479;135;144;116;70,22574602;0,58522558;26;66;91;119;6,4375;4
farashi;RF;combo;normal;no expression;1000;0,487984061;173;185;148;68,21647868;0,534803427;21;46;66;123;11,96756757;7
farashi;RF;combo;normal;no expression;2000;0,510028052;194;208;167;67,66514096;0,545914978;9;33;60;99;19,20192308;11
farashi;RF;combo;normal;no expression;depict;;87;87;83;82,0661098;0,787763118;63;77;85;87;1,666666667;1
farashi;RF;combo;binary;diff expression;25;;30;31;23;75,14662757;0,816666667;23;31;31;31;1,290322581;1
farashi;RF;combo;binary;diff expression;50;;45;46;37;61,13653699;0,566666667;24;42;46;46;1,739130435;1
farashi;RF;combo;binary;diff expression;100;0,370690094;54;55;46;58,87351779;0,492592593;21;46;51;55;2,509090909;2
farashi;RF;combo;binary;diff expression;500;0,530539673;135;144;116;69,60412953;0,542455529;23;70;91;114;6,708333333;4
farashi;RF;combo;binary;diff expression;1000;0,467758359;173;185;148;68,97106665;0,537905042;17;52;75;124;11,88648649;7
farashi;RF;combo;binary;diff expression;2000;0,488466491;194;208;167;66,76727949;0,536686994;13;35;54;98;19,76923077;13
farashi;RF;combo;binary;diff expression;depict;;87;87;83;80,64539159;0,775626583;59;81;84;87;1,689655172;1
farashi;RF;combo;binary;no expression;25;;30;31;23;73,24046921;0,8;22;31;31;31;1,290322581;1
farashi;RF;combo;binary;no expression;50;;45;46;37;69,92753623;0,646296296;27;45;46;46;1,52173913;1
farashi;RF;combo;binary;no expression;100;0,405144583;54;55;46;62,09486166;0,481481481;19;51;52;55;2,236363636;2
farashi;RF;combo;binary;no expression;500;0,531717491;135;144;116;69,01201558;0,54214163;25;65;82;118;6,666666667;4
farashi;RF;combo;binary;no expression;1000;0,492481486;173;185;148;67,07924382;0,524674518;12;47;65;114;12,11891892;7
farashi;RF;combo;binary;no expression;2000;0,513349646;194;208;167;65,20813008;0,527270086;8;27;42;83;19,71153846;13
farashi;RF;combo;binary;no expression;depict;;87;87;83;81,49139716;0,788766585;59;80;86;87;1,632183908;1
farashi;RF;incoming;normal;diff expression;25;;25;26;18;75,74786325;0,833333333;20;25;26;26;1,384615385;1
farashi;RF;incoming;normal;diff expression;50;;39;40;31;72,41666667;0,726495726;26;39;40;40;1,45;1
farashi;RF;incoming;normal;diff expression;100;;45;46;37;66,75257732;0,56004329;20;43;45;46;1,956521739;2
farashi;RF;incoming;normal;diff expression;500;0,563918777;121;130;103;69,21355651;0,543217968;23;66;82;111;5,823076923;3
farashi;RF;incoming;normal;diff expression;1000;0,469725458;159;170;134;65,93172269;0,494195052;15;48;74;114;11,28823529;6
farashi;RF;incoming;normal;diff expression;2000;0,506875307;180;192;152;67,14232962;0,529232821;12;35;57;95;16,22395833;11
farashi;RF;incoming;normal;diff expression;depict;;79;79;75;81,41811709;0,783069224;54;75;77;79;1,556962025;1
farashi;RF;incoming;normal;no expression;25;;25;26;18;81,94444444;0,886666667;21;26;26;26;1,230769231;1
farashi;RF;incoming;normal;no expression;50;;39;40;31;78,25;0,811965812;29;40;40;40;1,35;1
farashi;RF;incoming;normal;no expression;100;;45;46;37;68,59031824;0,577671958;21;43;46;46;1,869565217;2
farashi;RF;incoming;normal;no expression;500;0,561438134;121;130;103;68,38526828;0,553004728;23;60;84;113;6,023076923;4
farashi;RF;incoming;normal;no expression;1000;0,456849379;159;170;134;65,42045455;0,476334579;17;46;74;114;11,35294118;7
farashi;RF;incoming;normal;no expression;2000;0,48996063;180;192;152;63,34179204;0,491794065;10;32;50;86;18,66145833;11
farashi;RF;incoming;normal;no expression;depict;;79;79;75;81,01760285;0,774015736;56;72;77;79;1,620253165;1
farashi;RF;incoming;binary;diff expression;25;;25;26;18;80,34188034;0,886666667;21;26;26;26;1,269230769;1
farashi;RF;incoming;binary;diff expression;50;;39;40;31;78,25;0,816239316;29;40;40;40;1,35;1
farashi;RF;incoming;binary;diff expression;100;;45;46;37;66,94307485;0,637113997;23;41;45;46;2;1,5
farashi;RF;incoming;binary;diff expression;500;0,544481577;121;130;103;69,17497626;0,550457003;20;63;88;111;5,784615385;4
farashi;RF;incoming;binary;diff expression;1000;0,448521539;159;170;134;68,65613063;0,525674609;13;50;73;116;9,8;6
farashi;RF;incoming;binary;diff expression;2000;0,504460458;180;192;152;66,99973379;0,541441372;7;34;47;92;15,640625;11
farashi;RF;incoming;binary;diff expression;depict;;79;79;75;81,14121835;0,782906634;54;75;79;79;1,53164557;1
farashi;RF;incoming;binary;no expression;25;;25;26;18;83,54700855;0,913333333;21;26;26;26;1,192307692;1
farashi;RF;incoming;binary;no expression;50;;39;40;31;69,61111111;0,698717949;25;39;40;40;1,5;1
farashi;RF;incoming;binary;no expression;100;;45;46;37;71,40295831;0,658571429;23;44;45;46;1,804347826;1,5
farashi;RF;incoming;binary;no expression;500;0,555199709;121;130;103;70,2394943;0,570187099;29;60;87;113;5,576923077;4
farashi;RF;incoming;binary;no expression;1000;0,485237332;159;170;134;67,52788388;0,516330862;12;51;70;116;10,05882353;7
farashi;RF;incoming;binary;no expression;2000;0,521861474;180;192;152;66,61621496;0,530235624;11;29;45;97;16,5625;10
farashi;RF;incoming;binary;no expression;depict;;79;79;75;80,68136867;0,773325719;52;75;77;79;1,556962025;1
farashi;RF;outgoing;normal;diff expression;25;;29;30;22;71,31578947;0,812643678;22;29;30;30;1,333333333;1
farashi;RF;outgoing;normal;diff expression;50;;42;43;34;55,41615667;0,581349206;23;43;43;43;1,581395349;1
farashi;RF;outgoing;normal;diff expression;100;0,397879822;50;51;42;58,30659537;0,478968254;21;44;48;51;2,31372549;2
farashi;RF;outgoing;normal;diff expression;500;0,518168121;128;137;109;70,18336056;0,58050418;32;70;88;120;5,693430657;3
farashi;RF;outgoing;normal;diff expression;1000;0,51292155;164;176;139;70,01448642;0,544975079;23;57;86;119;9,892045455;6
farashi;RF;outgoing;normal;diff expression;2000;0,478215927;182;196;155;64,25779427;0,501229408;22;37;57;96;18,6377551;11,5
farashi;RF;outgoing;normal;diff expression;depict;;79;79;75;81,29990263;0,767357537;57;71;78;78;1,721518987;1
farashi;RF;outgoing;normal;no expression;25;;29;30;22;71,31578947;0,812643678;22;29;30;30;1,333333333;1
farashi;RF;outgoing;normal;no expression;50;;42;43;34;65,11627907;0,692460317;27;42;43;43;1,488372093;1
farashi;RF;outgoing;normal;no expression;100;0,589229303;50;51;42;65,77540107;0,607015873;25;45;50;51;2,019607843;2
farashi;RF;outgoing;normal;no expression;500;0,498887139;128;137;109;69,40716693;0,558921922;30;68;86;114;5,839416058;4
farashi;RF;outgoing;normal;no expression;1000;0,537811079;164;176;139;69,27470549;0,553839833;18;54;83;130;10,58522727;6
farashi;RF;outgoing;normal;no expression;2000;0,484002816;182;196;155;65,34772086;0,524982272;19;34;57;96;18,54591837;11,5
farashi;RF;outgoing;normal;no expression;depict;;79;79;75;83,75365141;0,813576297;59;74;78;78;1,607594937;1
farashi;RF;outgoing;binary;diff expression;25;;29;30;22;63,68421053;0,736781609;20;29;30;30;1,433333333;1
farashi;RF;outgoing;binary;diff expression;50;;42;43;34;64,59608323;0,680555556;27;43;43;43;1,465116279;1
farashi;RF;outgoing;binary;diff expression;100;0,429801038;50;51;42;60,19607843;0,527222222;21;43;48;51;2,235294118;2
farashi;RF;outgoing;binary;diff expression;500;0,495226628;128;137;109;69,97322222;0,565943476;21;71;91;116;5,817518248;3
farashi;RF;outgoing;binary;diff expression;1000;0,49452907;164;176;139;67,94692642;0,547778801;15;57;79;120;10,88636364;6
farashi;RF;outgoing;binary;diff expression;2000;0,479290442;182;196;155;64,98753657;0,50971408;8;40;58;89;18,70408163;12
farashi;RF;outgoing;binary;diff expression;depict;;79;79;75;77,22492697;0,734585246;51;70;78;78;1,911392405;1
farashi;RF;outgoing;binary;no expression;25;;29;30;22;71,05263158;0,788505747;22;29;30;30;1,366666667;1
farashi;RF;outgoing;binary;no expression;50;;42;43;34;64,50428397;0,66468254;26;43;43;43;1,441860465;1
farashi;RF;outgoing;binary;no expression;100;0,604265987;50;51;42;62,02317291;0,588492063;22;47;49;51;2,078431373;2
farashi;RF;outgoing;binary;no expression;500;0,559936942;128;137;109;69,00420794;0,56297642;20;62;95;116;5,839416058;4
farashi;RF;outgoing;binary;no expression;1000;0,52797595;164;176;139;66,03661578;0,526353409;17;39;79;120;11,53977273;7
farashi;RF;outgoing;binary;no expression;2000;0,517455528;182;196;155;63,97803089;0,526876258;9;25;45;90;18,62755102;12
farashi;RF;outgoing;binary;no expression;depict;;79;79;75;80,34079844;0,761557008;56;73;78;78;1,708860759;1
farashi p-value cutoff;LR;combo;normal;diff expression;25;;16;17;14;85,81314879;0,885416667;14;16;16;17;1,411764706;1
farashi p-value cutoff;LR;combo;normal;diff expression;50;;21;22;18;70,37617555;0,666666667;13;21;21;22;1,818181818;1
farashi p-value cutoff;LR;combo;normal;diff expression;100;;24;25;21;69,94029851;0,635416667;11;22;23;24;2,4;2
farashi p-value cutoff;LR;combo;normal;diff expression;500;;60;62;53;69,26599235;0,602533861;16;30;38;46;8,080645161;4
farashi p-value cutoff;LR;combo;normal;diff expression;1000;0,580631112;79;83;70;70,46445812;0,564871149;9;26;32;58;13,92771084;7
farashi p-value cutoff;LR;combo;normal;diff expression;2000;0,474897518;88;92;78;65,60736594;0,50203738;5;18;22;40;24,45652174;13
farashi p-value cutoff;LR;combo;normal;diff expression;depict;;41;41;41;77,43902439;0,789634146;31;38;41;41;1,487804878;1
farashi p-value cutoff;LR;combo;normal;no expression;25;;16;17;14;83,56401384;0,885416667;14;16;16;17;1,470588235;1
farashi p-value cutoff;LR;combo;normal;no expression;50;;21;22;18;68,96551724;0,648809524;13;21;21;22;1,818181818;1
farashi p-value cutoff;LR;combo;normal;no expression;100;;24;25;21;72;0,666666667;10;23;23;24;2,28;2
farashi p-value cutoff;LR;combo;normal;no expression;500;;60;62;53;67,25572132;0,536330625;7;26;37;45;8,096774194;4
farashi p-value cutoff;LR;combo;normal;no expression;1000;0,480016408;79;83;70;68,44904995;0,509366041;5;18;27;52;14;7
farashi p-value cutoff;LR;combo;normal;no expression;2000;0,465142616;88;92;78;63,88907512;0,465596999;1;4;13;35;24,34782609;13
farashi p-value cutoff;LR;combo;normal;no expression;depict;;41;41;41;71,86088528;0,699186992;26;40;41;41;1,536585366;1
farashi p-value cutoff;LR;combo;binary;diff expression;25;;16;17;14;74,74048443;0,791666667;11;17;17;17;1,411764706;1
farashi p-value cutoff;LR;combo;binary;diff expression;50;;21;22;18;71,63009404;0,726190476;13;21;22;22;1,590909091;1
farashi p-value cutoff;LR;combo;binary;diff expression;100;;24;25;21;61,55223881;0,575;9;21;23;24;2,64;2
farashi p-value cutoff;LR;combo;binary;diff expression;500;;60;62;53;63,471452;0,462161851;11;22;35;43;9,548387097;5
farashi p-value cutoff;LR;combo;binary;diff expression;1000;0,477283833;79;83;70;65,88189394;0,479114726;8;23;29;48;16,14457831;8
farashi p-value cutoff;LR;combo;binary;diff expression;2000;0,455752518;88;92;78;61,48665259;0,424312009;4;11;16;32;26,97826087;16
farashi p-value cutoff;LR;combo;binary;diff expression;depict;;41;41;41;73,35140018;0,712398374;27;40;41;41;1,512195122;1
farashi p-value cutoff;LR;combo;binary;no expression;25;;16;17;14;65,91695502;0,666666667;10;17;17;17;1,588235294;1
farashi p-value cutoff;LR;combo;binary;no expression;50;;21;22;18;65,28213166;0,630952381;11;22;22;22;1,681818182;1,5
farashi p-value cutoff;LR;combo;binary;no expression;100;;24;25;21;53,67164179;0,409027778;7;18;24;25;2,72;3
farashi p-value cutoff;LR;combo;binary;no expression;500;;60;62;53;69,12735296;0,512402885;10;25;37;49;7,338709677;5
farashi p-value cutoff;LR;combo;binary;no expression;1000;0,456207279;79;83;70;67,57295009;0,482596411;10;22;31;47;14,71084337;8
farashi p-value cutoff;LR;combo;binary;no expression;2000;0,451853628;88;92;78;61,94199546;0,457204836;3;10;17;33;25,33695652;19
farashi p-value cutoff;LR;combo;binary;no expression;depict;;41;41;41;81,57181572;0,821138211;31;41;41;41;1,341463415;1
farashi p-value cutoff;LR;incoming;normal;diff expression;25;;13;14;11;75,25510204;0,782051282;10;13;13;14;1,642857143;1
farashi p-value cutoff;LR;incoming;normal;diff expression;50;;18;19;15;76,09649123;0,798941799;12;19;19;19;1,473684211;1
farashi p-value cutoff;LR;incoming;normal;diff expression;100;;20;21;17;78,57142857;0,759090909;14;19;19;21;2,047619048;1
farashi p-value cutoff;LR;incoming;normal;diff expression;500;;54;56;48;67,97189879;0,558738944;12;28;33;45;7,142857143;3,5
farashi p-value cutoff;LR;incoming;normal;diff expression;1000;0,523872673;73;76;64;68,14313143;0,505233236;7;21;28;55;12,22368421;8
farashi p-value cutoff;LR;incoming;normal;diff expression;2000;0,434787408;82;85;72;64,03107588;0,46659103;1;11;18;31;20,42352941;14
farashi p-value cutoff;LR;incoming;normal;diff expression;depict;;38;38;38;75,14952153;0,779605263;27;37;38;38;1,447368421;1
farashi p-value cutoff;LR;incoming;normal;no expression;25;;13;14;11;77,55102041;0,820512821;10;14;14;14;1,428571429;1
farashi p-value cutoff;LR;incoming;normal;no expression;50;;18;19;15;78,28947368;0,783730159;13;18;19;19;1,473684211;1
farashi p-value cutoff;LR;incoming;normal;no expression;100;;20;21;17;78,76579203;0,783181818;14;19;19;21;1,952380952;1
farashi p-value cutoff;LR;incoming;normal;no expression;500;;54;56;48;69,25100761;0,529962493;11;29;33;45;6,678571429;3
farashi p-value cutoff;LR;incoming;normal;no expression;1000;0,535068256;73;76;64;69,94538385;0,518393824;4;20;27;56;10,75;8
farashi p-value cutoff;LR;incoming;normal;no expression;2000;0,51072096;82;85;72;66,66411129;0,490392299;1;8;15;35;18,58823529;13
farashi p-value cutoff;LR;incoming;normal;no expression;depict;;38;38;38;76,13636364;0,785087719;27;37;38;38;1,421052632;1
farashi p-value cutoff;LR;incoming;binary;diff expression;25;;13;14;11;80,86734694;0,871794872;11;13;14;14;1,5;1
farashi p-value cutoff;LR;incoming;binary;diff expression;50;;18;19;15;71,92982456;0,76521164;11;18;19;19;1,578947368;1
farashi p-value cutoff;LR;incoming;binary;diff expression;100;;20;21;17;68,65889213;0,664621212;11;17;20;21;2,19047619;1
farashi p-value cutoff;LR;incoming;binary;diff expression;500;;54;56;48;68,9445253;0,483008183;10;25;33;47;6,732142857;4
farashi p-value cutoff;LR;incoming;binary;diff expression;1000;0,422983441;73;76;64;68,67114137;0,461122313;5;15;29;54;11,48684211;8
farashi p-value cutoff;LR;incoming;binary;diff expression;2000;0,438190054;82;85;72;64,66156838;0,443920918;1;10;19;33;20,14117647;13
farashi p-value cutoff;LR;incoming;binary;diff expression;depict;;38;38;38;73,23564593;0,748903509;27;36;37;38;1,605263158;1
farashi p-value cutoff;LR;incoming;binary;no expression;25;;13;14;11;85,45918367;0,91025641;11;14;14;14;1,285714286;1
farashi p-value cutoff;LR;incoming;binary;no expression;50;;18;19;15;80,59210526;0,853174603;14;19;19;19;1,421052632;1
farashi p-value cutoff;LR;incoming;binary;no expression;100;;20;21;17;65,98639456;0,529166667;8;18;21;21;2,095238095;2
farashi p-value cutoff;LR;incoming;binary;no expression;500;;54;56;48;71,35719884;0,59282347;14;23;37;47;5,75;4
farashi p-value cutoff;LR;incoming;binary;no expression;1000;0,468940392;73;76;64;68,22743554;0,486807731;6;18;32;54;11,76315789;7
farashi p-value cutoff;LR;incoming;binary;no expression;2000;0,454397853;82;85;72;62,22990913;0,453240615;2;11;17;32;21,78823529;13
farashi p-value cutoff;LR;incoming;binary;no expression;depict;;38;38;38;76,13636364;0,798245614;27;37;38;38;1,421052632;1
farashi p-value cutoff;LR;outgoing;normal;diff expression;25;;15;16;13;74,16666667;0,824444444;11;15;16;16;1,5;1
farashi p-value cutoff;LR;outgoing;normal;diff expression;50;;20;21;17;72,02380952;0,779166667;14;20;20;21;1,666666667;1
farashi p-value cutoff;LR;outgoing;normal;diff expression;100;0,508305275;22;23;19;56,75057208;0,495454545;8;19;22;23;2,565217391;2
farashi p-value cutoff;LR;outgoing;normal;diff expression;500;;57;59;50;72,54187729;0,671698648;20;36;40;48;6,593220339;2
farashi p-value cutoff;LR;outgoing;normal;diff expression;1000;0,526766023;75;79;66;70,90861501;0,53892945;12;26;37;56;12,60759494;6
farashi p-value cutoff;LR;outgoing;normal;diff expression;2000;0,469463785;82;86;72;67,90375381;0,522602217;7;20;28;48;20,6627907;9
farashi p-value cutoff;LR;outgoing;normal;diff expression;depict;;37;37;37;79,67097532;0,788931789;27;37;37;37;1,351351351;1
farashi p-value cutoff;LR;outgoing;normal;no expression;25;;15;16;13;66,25;0,711111111;10;15;15;16;1,6875;1
farashi p-value cutoff;LR;outgoing;normal;no expression;50;;20;21;17;66,96428571;0,704166667;13;20;20;21;1,761904762;1
farashi p-value cutoff;LR;outgoing;normal;no expression;100;0,47328844;22;23;19;60,75514874;0,57020202;8;20;22;23;2,260869565;2
farashi p-value cutoff;LR;outgoing;normal;no expression;500;;57;59;50;68,60194271;0,572052036;15;32;38;44;7,101694915;3
farashi p-value cutoff;LR;outgoing;normal;no expression;1000;0,520000709;75;79;66;67,8124023;0,518364542;8;20;36;52;13,30379747;6
farashi p-value cutoff;LR;outgoing;normal;no expression;2000;0,493275101;82;86;72;64,55099838;0,491371569;4;13;25;42;22,51162791;11
farashi p-value cutoff;LR;outgoing;normal;no expression;depict;;37;37;37;62,42655699;0,595881596;20;35;37;37;1,702702703;1
farashi p-value cutoff;LR;outgoing;binary;diff expression;25;;15;16;13;74,79166667;0,837777778;11;15;16;16;1,4375;1
farashi p-value cutoff;LR;outgoing;binary;diff expression;50;;20;21;17;63,88888889;0,675;12;20;20;21;1,761904762;1
farashi p-value cutoff;LR;outgoing;binary;diff expression;100;0,457351291;22;23;19;55,22501907;0,502272727;8;18;22;23;2,652173913;2
farashi p-value cutoff;LR;outgoing;binary;diff expression;500;;57;59;50;64,3956289;0,487803961;13;28;36;41;8,237288136;5
farashi p-value cutoff;LR;outgoing;binary;diff expression;1000;0,457759935;75;79;66;65,54868074;0,491935711;7;27;35;48;14,70886076;6
